巅峰等级,总经验,下一等级,增量
7411,"6,597,164,518,722,000","2,744,653,026,000","756,024,000"
7412,"6,599,909,171,748,000","2,745,409,152,000","756,126,000"
7413,"6,602,654,580,900,000","2,746,165,380,000","756,228,000"
7414,"6,605,400,746,280,000","2,746,921,710,000","756,330,000"
7415,"6,608,147,667,990,000","2,747,678,142,000","756,432,000"
7416,"6,610,895,346,132,000","2,748,434,676,000","756,534,000"
7417,"6,613,643,780,808,000","2,749,191,312,000","756,636,000"
7418,"6,616,392,972,120,000","2,749,948,050,000","756,738,000"
7419,"6,619,142,920,170,000","2,750,704,890,000","756,840,000"
7420,"6,621,893,625,060,000","2,751,461,832,000","756,942,000"
7421,"6,624,645,086,892,000","2,752,218,876,000","757,044,000"
7422,"6,627,397,305,768,000","2,752,976,022,000","757,146,000"
7423,"6,630,150,281,790,000","2,753,733,270,000","757,248,000"
7424,"6,632,904,015,060,000","2,754,490,620,000","757,350,000"
7425,"6,635,658,505,680,000","2,755,248,072,000","757,452,000"
7426,"6,638,413,753,752,000","2,756,005,626,000","757,554,000"
7427,"6,641,169,759,378,000","2,756,763,282,000","757,656,000"
7428,"6,643,926,522,660,000","2,757,521,040,000","757,758,000"
7429,"6,646,684,043,700,000","2,758,278,900,000","757,860,000"
7430,"6,649,442,322,600,000","2,759,036,862,000","757,962,000"
7431,"6,652,201,359,462,000","2,759,794,926,000","758,064,000"
7432,"6,654,961,154,388,000","2,760,553,092,000","758,166,000"
7433,"6,657,721,707,480,000","2,761,311,360,000","758,268,000"
7434,"6,660,483,018,840,000","2,762,069,730,000","758,370,000"
7435,"6,663,245,088,570,000","2,762,828,202,000","758,472,000"
7436,"6,666,007,916,772,000","2,763,586,776,000","758,574,000"
7437,"6,668,771,503,548,000","2,764,345,452,000","758,676,000"
7438,"6,671,535,849,000,000","2,765,104,230,000","758,778,000"
7439,"6,674,300,953,230,000","2,765,863,110,000","758,880,000"
7440,"6,677,066,816,340,000","2,766,622,092,000","758,982,000"
7441,"6,679,833,438,432,000","2,767,381,176,000","759,084,000"
7442,"6,682,600,819,608,000","2,768,140,362,000","759,186,000"
7443,"6,685,368,959,970,000","2,768,899,650,000","759,288,000"
7444,"6,688,137,859,620,000","2,769,659,040,000","759,390,000"
7445,"6,690,907,518,660,000","2,770,418,532,000","759,492,000"
7446,"6,693,677,937,192,000","2,771,178,126,000","759,594,000"
7447,"6,696,449,115,318,000","2,771,937,822,000","759,696,000"
7448,"6,699,221,053,140,000","2,772,697,620,000","759,798,000"
7449,"6,701,993,750,760,000","2,773,457,520,000","759,900,000"
7450,"6,704,767,208,280,000","2,774,217,522,000","760,002,000"
7451,"6,707,541,425,802,000","2,774,977,626,000","760,104,000"
7452,"6,710,316,403,428,000","2,775,737,832,000","760,206,000"
7453,"6,713,092,141,260,000","2,776,498,140,000","760,308,000"
7454,"6,715,868,639,400,000","2,777,258,550,000","760,410,000"
7455,"6,718,645,897,950,000","2,778,019,062,000","760,512,000"
7456,"6,721,423,917,012,000","2,778,779,676,000","760,614,000"
7457,"6,724,202,696,688,000","2,779,540,392,000","760,716,000"
7458,"6,726,982,237,080,000","2,780,301,210,000","760,818,000"
7459,"6,729,762,538,290,000","2,781,062,130,000","760,920,000"
7460,"6,732,543,600,420,000","2,781,823,152,000","761,022,000"
7461,"6,735,325,423,572,000","2,782,584,276,000","761,124,000"
7462,"6,738,108,007,848,000","2,783,345,502,000","761,226,000"
7463,"6,740,891,353,350,000","2,784,106,830,000","761,328,000"
7464,"6,743,675,460,180,000","2,784,868,260,000","761,430,000"
7465,"6,746,460,328,440,000","2,785,629,792,000","761,532,000"
7466,"6,749,245,958,232,000","2,786,391,426,000","761,634,000"
7467,"6,752,032,349,658,000","2,787,153,162,000","761,736,000"
7468,"6,754,819,502,820,000","2,787,915,000,000","761,838,000"
7469,"6,757,607,417,820,000","2,788,676,940,000","761,940,000"
7470,"6,760,396,094,760,000","2,789,438,982,000","762,042,000"
7471,"6,763,185,533,742,000","2,790,201,126,000","762,144,000"
7472,"6,765,975,734,868,000","2,790,963,372,000","762,246,000"
7473,"6,768,766,698,240,000","2,791,725,720,000","762,348,000"
7474,"6,771,558,423,960,000","2,792,488,170,000","762,450,000"
7475,"6,774,350,912,130,000","2,793,250,722,000","762,552,000"
7476,"6,777,144,162,852,000","2,794,013,376,000","762,654,000"
7477,"6,779,938,176,228,000","2,794,776,132,000","762,756,000"
7478,"6,782,732,952,360,000","2,795,538,990,000","762,858,000"
7479,"6,785,528,491,350,000","2,796,301,950,000","762,960,000"
7480,"6,788,324,793,300,000","2,797,065,012,000","763,062,000"
7481,"6,791,121,858,312,000","2,797,828,176,000","763,164,000"
7482,"6,793,919,686,488,000","2,798,591,442,000","763,266,000"
7483,"6,796,718,277,930,000","2,799,354,810,000","763,368,000"
7484,"6,799,517,632,740,000","2,800,118,280,000","763,470,000"
7485,"6,802,317,751,020,000","2,800,881,852,000","763,572,000"
7486,"6,805,118,632,872,000","2,801,645,526,000","763,674,000"
7487,"6,807,920,278,398,000","2,802,409,302,000","763,776,000"
7488,"6,810,722,687,700,000","2,803,173,180,000","763,878,000"
7489,"6,813,525,860,880,000","2,803,937,160,000","763,980,000"
7490,"6,816,329,798,040,000","2,804,701,242,000","764,082,000"
7491,"6,819,134,499,282,000","2,805,465,426,000","764,184,000"
7492,"6,821,939,964,708,000","2,806,229,712,000","764,286,000"
7493,"6,824,746,194,420,000","2,806,994,100,000","764,388,000"
7494,"6,827,553,188,520,000","2,807,758,590,000","764,490,000"
7495,"6,830,360,947,110,000","2,808,523,182,000","764,592,000"
7496,"6,833,169,470,292,000","2,809,287,876,000","764,694,000"
7497,"6,835,978,758,168,000","2,810,052,672,000","764,796,000"
7498,"6,838,788,810,840,000","2,810,817,570,000","764,898,000"
7499,"6,841,599,628,410,000","2,811,582,570,000","765,000,000"
7500,"6,844,411,210,980,000","2,812,347,672,000","765,102,000"
7501,"6,847,223,558,652,000","2,813,112,876,000","765,204,000"
7502,"6,850,036,671,528,000","2,813,878,182,000","765,306,000"
7503,"6,852,850,549,710,000","2,814,643,590,000","765,408,000"
7504,"6,855,665,193,300,000","2,815,409,100,000","765,510,000"
7505,"6,858,480,602,400,000","2,816,174,712,000","765,612,000"
7506,"6,861,296,777,112,000","2,816,940,426,000","765,714,000"
7507,"6,864,113,717,538,000","2,817,706,242,000","765,816,000"
7508,"6,866,931,423,780,000","2,818,472,160,000","765,918,000"
7509,"6,869,749,895,940,000","2,819,238,180,000","766,020,000"
7510,"6,872,569,134,120,000","2,820,004,302,000","766,122,000"
7511,"6,875,389,138,422,000","2,820,770,526,000","766,224,000"
7512,"6,878,209,908,948,000","2,821,536,852,000","766,326,000"
7513,"6,881,031,445,800,000","2,822,303,280,000","766,428,000"
7514,"6,883,853,749,080,000","2,823,069,810,000","766,530,000"
7515,"6,886,676,818,890,000","2,823,836,442,000","766,632,000"
7516,"6,889,500,655,332,000","2,824,603,176,000","766,734,000"
7517,"6,892,325,258,508,000","2,825,370,012,000","766,836,000"
7518,"6,895,150,628,520,000","2,826,136,950,000","766,938,000"
7519,"6,897,976,765,470,000","2,826,903,990,000","767,040,000"
7520,"6,900,803,669,460,000","2,827,671,132,000","767,142,000"
7521,"6,903,631,340,592,000","2,828,438,376,000","767,244,000"
7522,"6,906,459,778,968,000","2,829,205,722,000","767,346,000"
7523,"6,909,288,984,690,000","2,829,973,170,000","767,448,000"
7524,"6,912,118,957,860,000","2,830,740,720,000","767,550,000"
7525,"6,914,949,698,580,000","2,831,508,372,000","767,652,000"
7526,"6,917,781,206,952,000","2,832,276,126,000","767,754,000"
7527,"6,920,613,483,078,000","2,833,043,982,000","767,856,000"
7528,"6,923,446,527,060,000","2,833,811,940,000","767,958,000"
7529,"6,926,280,339,000,000","2,834,580,000,000","768,060,000"
7530,"6,929,114,919,000,000","2,835,348,162,000","768,162,000"
7531,"6,931,950,267,162,000","2,836,116,426,000","768,264,000"
7532,"6,934,786,383,588,000","2,836,884,792,000","768,366,000"
7533,"6,937,623,268,380,000","2,837,653,260,000","768,468,000"
7534,"6,940,460,921,640,000","2,838,421,830,000","768,570,000"
7535,"6,943,299,343,470,000","2,839,190,502,000","768,672,000"
7536,"6,946,138,533,972,000","2,839,959,276,000","768,774,000"
7537,"6,948,978,493,248,000","2,840,728,152,000","768,876,000"
7538,"6,951,819,221,400,000","2,841,497,130,000","768,978,000"
7539,"6,954,660,718,530,000","2,842,266,210,000","769,080,000"
7540,"6,957,502,984,740,000","2,843,035,392,000","769,182,000"
7541,"6,960,346,020,132,000","2,843,804,676,000","769,284,000"
7542,"6,963,189,824,808,000","2,844,574,062,000","769,386,000"
7543,"6,966,034,398,870,000","2,845,343,550,000","769,488,000"
7544,"6,968,879,742,420,000","2,846,113,140,000","769,590,000"
7545,"6,971,725,855,560,000","2,846,882,832,000","769,692,000"
7546,"6,974,572,738,392,000","2,847,652,626,000","769,794,000"
7547,"6,977,420,391,018,000","2,848,422,522,000","769,896,000"
7548,"6,980,268,813,540,000","2,849,192,520,000","769,998,000"
7549,"6,983,118,006,060,000","2,849,962,620,000","770,100,000"
7550,"6,985,967,968,680,000","2,850,732,822,000","770,202,000"
7551,"6,988,818,701,502,000","2,851,503,126,000","770,304,000"
7552,"6,991,670,204,628,000","2,852,273,532,000","770,406,000"
7553,"6,994,522,478,160,000","2,853,044,040,000","770,508,000"
7554,"6,997,375,522,200,000","2,853,814,650,000","770,610,000"
7555,"7,000,229,336,850,000","2,854,585,362,000","770,712,000"
7556,"7,003,083,922,212,000","2,855,356,176,000","770,814,000"
7557,"7,005,939,278,388,000","2,856,127,092,000","770,916,000"
7558,"7,008,795,405,480,000","2,856,898,110,000","771,018,000"
7559,"7,011,652,303,590,000","2,857,669,230,000","771,120,000"
7560,"7,014,509,972,820,000","2,858,440,452,000","771,222,000"
7561,"7,017,368,413,272,000","2,859,211,776,000","771,324,000"
7562,"7,020,227,625,048,000","2,859,983,202,000","771,426,000"
7563,"7,023,087,608,250,000","2,860,754,730,000","771,528,000"
7564,"7,025,948,362,980,000","2,861,526,360,000","771,630,000"
7565,"7,028,809,889,340,000","2,862,298,092,000","771,732,000"
7566,"7,031,672,187,432,000","2,863,069,926,000","771,834,000"
7567,"7,034,535,257,358,000","2,863,841,862,000","771,936,000"
7568,"7,037,399,099,220,000","2,864,613,900,000","772,038,000"
7569,"7,040,263,713,120,000","2,865,386,040,000","772,140,000"
7570,"7,043,129,099,160,000","2,866,158,282,000","772,242,000"
7571,"7,045,995,257,442,000","2,866,930,626,000","772,344,000"
7572,"7,048,862,188,068,000","2,867,703,072,000","772,446,000"
7573,"7,051,729,891,140,000","2,868,475,620,000","772,548,000"
7574,"7,054,598,366,760,000","2,869,248,270,000","772,650,000"
7575,"7,057,467,615,030,000","2,870,021,022,000","772,752,000"
7576,"7,060,337,636,052,000","2,870,793,876,000","772,854,000"
7577,"7,063,208,429,928,000","2,871,566,832,000","772,956,000"
7578,"7,066,079,996,760,000","2,872,339,890,000","773,058,000"
7579,"7,068,952,336,650,000","2,873,113,050,000","773,160,000"
7580,"7,071,825,449,700,000","2,873,886,312,000","773,262,000"
7581,"7,074,699,336,012,000","2,874,659,676,000","773,364,000"
7582,"7,077,573,995,688,000","2,875,433,142,000","773,466,000"
7583,"7,080,449,428,830,000","2,876,206,710,000","773,568,000"
7584,"7,083,325,635,540,000","2,876,980,380,000","773,670,000"
7585,"7,086,202,615,920,000","2,877,754,152,000","773,772,000"
7586,"7,089,080,370,072,000","2,878,528,026,000","773,874,000"
7587,"7,091,958,898,098,000","2,879,302,002,000","773,976,000"
7588,"7,094,838,200,100,000","2,880,076,080,000","774,078,000"
7589,"7,097,718,276,180,000","2,880,850,260,000","774,180,000"
7590,"7,100,599,126,440,000","2,881,624,542,000","774,282,000"
7591,"7,103,480,750,982,000","2,882,398,926,000","774,384,000"
7592,"7,106,363,149,908,000","2,883,173,412,000","774,486,000"
7593,"7,109,246,323,320,000","2,883,948,000,000","774,588,000"
7594,"7,112,130,271,320,000","2,884,722,690,000","774,690,000"
7595,"7,115,014,994,010,000","2,885,497,482,000","774,792,000"
7596,"7,117,900,491,492,000","2,886,272,376,000","774,894,000"
7597,"7,120,786,763,868,000","2,887,047,372,000","774,996,000"
7598,"7,123,673,811,240,000","2,887,822,470,000","775,098,000"
7599,"7,126,561,633,710,000","2,888,597,670,000","775,200,000"
7600,"7,129,450,231,380,000","2,889,372,972,000","775,302,000"
7601,"7,132,339,604,352,000","2,890,148,376,000","775,404,000"
7602,"7,135,229,752,728,000","2,890,923,882,000","775,506,000"
7603,"7,138,120,676,610,000","2,891,699,490,000","775,608,000"
7604,"7,141,012,376,100,000","2,892,475,200,000","775,710,000"
7605,"7,143,904,851,300,000","2,893,251,012,000","775,812,000"
7606,"7,146,798,102,312,000","2,894,026,926,000","775,914,000"
7607,"7,149,692,129,238,000","2,894,802,942,000","776,016,000"
7608,"7,152,586,932,180,000","2,895,579,060,000","776,118,000"
7609,"7,155,482,511,240,000","2,896,355,280,000","776,220,000"
7610,"7,158,378,866,520,000","2,897,131,602,000","776,322,000"
7611,"7,161,275,998,122,000","2,897,908,026,000","776,424,000"
7612,"7,164,173,906,148,000","2,898,684,552,000","776,526,000"
7613,"7,167,072,590,700,000","2,899,461,180,000","776,628,000"
7614,"7,169,972,051,880,000","2,900,237,910,000","776,730,000"
7615,"7,172,872,289,790,000","2,901,014,742,000","776,832,000"
7616,"7,175,773,304,532,000","2,901,791,676,000","776,934,000"
7617,"7,178,675,096,208,000","2,902,568,712,000","777,036,000"
7618,"7,181,577,664,920,000","2,903,345,850,000","777,138,000"
7619,"7,184,481,010,770,000","2,904,123,090,000","777,240,000"
7620,"7,187,385,133,860,000","2,904,900,432,000","777,342,000"
7621,"7,190,290,034,292,000","2,905,677,876,000","777,444,000"
7622,"7,193,195,712,168,000","2,906,455,422,000","777,546,000"
7623,"7,196,102,167,590,000","2,907,233,070,000","777,648,000"
7624,"7,199,009,400,660,000","2,908,010,820,000","777,750,000"
7625,"7,201,917,411,480,000","2,908,788,672,000","777,852,000"
7626,"7,204,826,200,152,000","2,909,566,626,000","777,954,000"
7627,"7,207,735,766,778,000","2,910,344,682,000","778,056,000"
7628,"7,210,646,111,460,000","2,911,122,840,000","778,158,000"
7629,"7,213,557,234,300,000","2,911,901,100,000","778,260,000"
7630,"7,216,469,135,400,000","2,912,679,462,000","778,362,000"
7631,"7,219,381,814,862,000","2,913,457,926,000","778,464,000"
7632,"7,222,295,272,788,000","2,914,236,492,000","778,566,000"
7633,"7,225,209,509,280,000","2,915,015,160,000","778,668,000"
7634,"7,228,124,524,440,000","2,915,793,930,000","778,770,000"
7635,"7,231,040,318,370,000","2,916,572,802,000","778,872,000"
7636,"7,233,956,891,172,000","2,917,351,776,000","778,974,000"
7637,"7,236,874,242,948,000","2,918,130,852,000","779,076,000"
7638,"7,239,792,373,800,000","2,918,910,030,000","779,178,000"
7639,"7,242,711,283,830,000","2,919,689,310,000","779,280,000"
7640,"7,245,630,973,140,000","2,920,468,692,000","779,382,000"
7641,"7,248,551,441,832,000","2,921,248,176,000","779,484,000"
7642,"7,251,472,690,008,000","2,922,027,762,000","779,586,000"
7643,"7,254,394,717,770,000","2,922,807,450,000","779,688,000"
7644,"7,257,317,525,220,000","2,923,587,240,000","779,790,000"
7645,"7,260,241,112,460,000","2,924,367,132,000","779,892,000"
7646,"7,263,165,479,592,000","2,925,147,126,000","779,994,000"
7647,"7,266,090,626,718,000","2,925,927,222,000","780,096,000"
7648,"7,269,016,553,940,000","2,926,707,420,000","780,198,000"
7649,"7,271,943,261,360,000","2,927,487,720,000","780,300,000"
7650,"7,274,870,749,080,000","2,928,268,122,000","780,402,000"
7651,"7,277,799,017,202,000","2,929,048,626,000","780,504,000"
7652,"7,280,728,065,828,000","2,929,829,232,000","780,606,000"
7653,"7,283,657,895,060,000","2,930,609,940,000","780,708,000"
7654,"7,286,588,505,000,000","2,931,390,750,000","780,810,000"
7655,"7,289,519,895,750,000","2,932,171,662,000","780,912,000"
7656,"7,292,452,067,412,000","2,932,952,676,000","781,014,000"
7657,"7,295,385,020,088,000","2,933,733,792,000","781,116,000"
7658,"7,298,318,753,880,000","2,934,515,010,000","781,218,000"
7659,"7,301,253,268,890,000","2,935,296,330,000","781,320,000"
7660,"7,304,188,565,220,000","2,936,077,752,000","781,422,000"
7661,"7,307,124,642,972,000","2,936,859,276,000","781,524,000"
7662,"7,310,061,502,248,000","2,937,640,902,000","781,626,000"
7663,"7,312,999,143,150,000","2,938,422,630,000","781,728,000"
7664,"7,315,937,565,780,000","2,939,204,460,000","781,830,000"
7665,"7,318,876,770,240,000","2,939,986,392,000","781,932,000"
7666,"7,321,816,756,632,000","2,940,768,426,000","782,034,000"
7667,"7,324,757,525,058,000","2,941,550,562,000","782,136,000"
7668,"7,327,699,075,620,000","2,942,332,800,000","782,238,000"
7669,"7,330,641,408,420,000","2,943,115,140,000","782,340,000"
7670,"7,333,584,523,560,000","2,943,897,582,000","782,442,000"
7671,"7,336,528,421,142,000","2,944,680,126,000","782,544,000"
7672,"7,339,473,101,268,000","2,945,462,772,000","782,646,000"
7673,"7,342,418,564,040,000","2,946,245,520,000","782,748,000"
7674,"7,345,364,809,560,000","2,947,028,370,000","782,850,000"
7675,"7,348,311,837,930,000","2,947,811,322,000","782,952,000"
7676,"7,351,259,649,252,000","2,948,594,376,000","783,054,000"
7677,"7,354,208,243,628,000","2,949,377,532,000","783,156,000"
7678,"7,357,157,621,160,000","2,950,160,790,000","783,258,000"
7679,"7,360,107,781,950,000","2,950,944,150,000","783,360,000"
7680,"7,363,058,726,100,000","2,951,727,612,000","783,462,000"
7681,"7,366,010,453,712,000","2,952,511,176,000","783,564,000"
7682,"7,368,962,964,888,000","2,953,294,842,000","783,666,000"
7683,"7,371,916,259,730,000","2,954,078,610,000","783,768,000"
7684,"7,374,870,338,340,000","2,954,862,480,000","783,870,000"
7685,"7,377,825,200,820,000","2,955,646,452,000","783,972,000"
7686,"7,380,780,847,272,000","2,956,430,526,000","784,074,000"
7687,"7,383,737,277,798,000","2,957,214,702,000","784,176,000"
7688,"7,386,694,492,500,000","2,957,998,980,000","784,278,000"
7689,"7,389,652,491,480,000","2,958,783,360,000","784,380,000"
7690,"7,392,611,274,840,000","2,959,567,842,000","784,482,000"
7691,"7,395,570,842,682,000","2,960,352,426,000","784,584,000"
7692,"7,398,531,195,108,000","2,961,137,112,000","784,686,000"
7693,"7,401,492,332,220,000","2,961,921,900,000","784,788,000"
7694,"7,404,454,254,120,000","2,962,706,790,000","784,890,000"
7695,"7,407,416,960,910,000","2,963,491,782,000","784,992,000"
7696,"7,410,380,452,692,000","2,964,276,876,000","785,094,000"
7697,"7,413,344,729,568,000","2,965,062,072,000","785,196,000"
7698,"7,416,309,791,640,000","2,965,847,370,000","785,298,000"
7699,"7,419,275,639,010,000","2,966,632,770,000","785,400,000"
7700,"7,422,242,271,780,000","2,967,418,272,000","785,502,000"
7701,"7,425,209,690,052,000","2,968,203,876,000","785,604,000"
7702,"7,428,177,893,928,000","2,968,989,582,000","785,706,000"
7703,"7,431,146,883,510,000","2,969,775,390,000","785,808,000"
7704,"7,434,116,658,900,000","2,970,561,300,000","785,910,000"
7705,"7,437,087,220,200,000","2,971,347,312,000","786,012,000"
7706,"7,440,058,567,512,000","2,972,133,426,000","786,114,000"
7707,"7,443,030,700,938,000","2,972,919,642,000","786,216,000"
7708,"7,446,003,620,580,000","2,973,705,960,000","786,318,000"
7709,"7,448,977,326,540,000","2,974,492,380,000","786,420,000"
7710,"7,451,951,818,920,000","2,975,278,902,000","786,522,000"
7711,"7,454,927,097,822,000","2,976,065,526,000","786,624,000"
7712,"7,457,903,163,348,000","2,976,852,252,000","786,726,000"
7713,"7,460,880,015,600,000","2,977,639,080,000","786,828,000"
7714,"7,463,857,654,680,000","2,978,426,010,000","786,930,000"
7715,"7,466,836,080,690,000","2,979,213,042,000","787,032,000"
7716,"7,469,815,293,732,000","2,980,000,176,000","787,134,000"
7717,"7,472,795,293,908,000","2,980,787,412,000","787,236,000"
7718,"7,475,776,081,320,000","2,981,574,750,000","787,338,000"
7719,"7,478,757,656,070,000","2,982,362,190,000","787,440,000"
7720,"7,481,740,018,260,000","2,983,149,732,000","787,542,000"
7721,"7,484,723,167,992,000","2,983,937,376,000","787,644,000"
7722,"7,487,707,105,368,000","2,984,725,122,000","787,746,000"
7723,"7,490,691,830,490,000","2,985,512,970,000","787,848,000"
7724,"7,493,677,343,460,000","2,986,300,920,000","787,950,000"
7725,"7,496,663,644,380,000","2,987,088,972,000","788,052,000"
7726,"7,499,650,733,352,000","2,987,877,126,000","788,154,000"
7727,"7,502,638,610,478,000","2,988,665,382,000","788,256,000"
7728,"7,505,627,275,860,000","2,989,453,740,000","788,358,000"
7729,"7,508,616,729,600,000","2,990,242,200,000","788,460,000"
7730,"7,511,606,971,800,000","2,991,030,762,000","788,562,000"
7731,"7,514,598,002,562,000","2,991,819,426,000","788,664,000"
7732,"7,517,589,821,988,000","2,992,608,192,000","788,766,000"
7733,"7,520,582,430,180,000","2,993,397,060,000","788,868,000"
7734,"7,523,575,827,240,000","2,994,186,030,000","788,970,000"
7735,"7,526,570,013,270,000","2,994,975,102,000","789,072,000"
7736,"7,529,564,988,372,000","2,995,764,276,000","789,174,000"
7737,"7,532,560,752,648,000","2,996,553,552,000","789,276,000"
7738,"7,535,557,306,200,000","2,997,342,930,000","789,378,000"
7739,"7,538,554,649,130,000","2,998,132,410,000","789,480,000"
7740,"7,541,552,781,540,000","2,998,921,992,000","789,582,000"
7741,"7,544,551,703,532,000","2,999,711,676,000","789,684,000"
7742,"7,547,551,415,208,000","3,000,501,462,000","789,786,000"
7743,"7,550,551,916,670,000","3,001,291,350,000","789,888,000"
7744,"7,553,553,208,020,000","3,002,081,340,000","789,990,000"
7745,"7,556,555,289,360,000","3,002,871,432,000","790,092,000"
7746,"7,559,558,160,792,000","3,003,661,626,000","790,194,000"
7747,"7,562,561,822,418,000","3,004,451,922,000","790,296,000"
7748,"7,565,566,274,340,000","3,005,242,320,000","790,398,000"
7749,"7,568,571,516,660,000","3,006,032,820,000","790,500,000"
7750,"7,571,577,549,480,000","3,006,823,422,000","790,602,000"
7751,"7,574,584,372,902,000","3,007,614,126,000","790,704,000"
7752,"7,577,591,987,028,000","3,008,404,932,000","790,806,000"
7753,"7,580,600,391,960,000","3,009,195,840,000","790,908,000"
7754,"7,583,609,587,800,000","3,009,986,850,000","791,010,000"
7755,"7,586,619,574,650,000","3,010,777,962,000","791,112,000"
7756,"7,589,630,352,612,000","3,011,569,176,000","791,214,000"
7757,"7,592,641,921,788,000","3,012,360,492,000","791,316,000"
7758,"7,595,654,282,280,000","3,013,151,910,000","791,418,000"
7759,"7,598,667,434,190,000","3,013,943,430,000","791,520,000"
7760,"7,601,681,377,620,000","3,014,735,052,000","791,622,000"
7761,"7,604,696,112,672,000","3,015,526,776,000","791,724,000"
7762,"7,607,711,639,448,000","3,016,318,602,000","791,826,000"
7763,"7,610,727,958,050,000","3,017,110,530,000","791,928,000"
7764,"7,613,745,068,580,000","3,017,902,560,000","792,030,000"
7765,"7,616,762,971,140,000","3,018,694,692,000","792,132,000"
7766,"7,619,781,665,832,000","3,019,486,926,000","792,234,000"
7767,"7,622,801,152,758,000","3,020,279,262,000","792,336,000"
7768,"7,625,821,432,020,000","3,021,071,700,000","792,438,000"
7769,"7,628,842,503,720,000","3,021,864,240,000","792,540,000"
7770,"7,631,864,367,960,000","3,022,656,882,000","792,642,000"
7771,"7,634,887,024,842,000","3,023,449,626,000","792,744,000"
7772,"7,637,910,474,468,000","3,024,242,472,000","792,846,000"
7773,"7,640,934,716,940,000","3,025,035,420,000","792,948,000"
7774,"7,643,959,752,360,000","3,025,828,470,000","793,050,000"
7775,"7,646,985,580,830,000","3,026,621,622,000","793,152,000"
7776,"7,650,012,202,452,000","3,027,414,876,000","793,254,000"
7777,"7,653,039,617,328,000","3,028,208,232,000","793,356,000"
7778,"7,656,067,825,560,000","3,029,001,690,000","793,458,000"
7779,"7,659,096,827,250,000","3,029,795,250,000","793,560,000"
7780,"7,662,126,622,500,000","3,030,588,912,000","793,662,000"
7781,"7,665,157,211,412,000","3,031,382,676,000","793,764,000"
7782,"7,668,188,594,088,000","3,032,176,542,000","793,866,000"
7783,"7,671,220,770,630,000","3,032,970,510,000","793,968,000"
7784,"7,674,253,741,140,000","3,033,764,580,000","794,070,000"
7785,"7,677,287,505,720,000","3,034,558,752,000","794,172,000"
7786,"7,680,322,064,472,000","3,035,353,026,000","794,274,000"
7787,"7,683,357,417,498,000","3,036,147,402,000","794,376,000"
7788,"7,686,393,564,900,000","3,036,941,880,000","794,478,000"
7789,"7,689,430,506,780,000","3,037,736,460,000","794,580,000"
7790,"7,692,468,243,240,000","3,038,531,142,000","794,682,000"
7791,"7,695,506,774,382,000","3,039,325,926,000","794,784,000"
7792,"7,698,546,100,308,000","3,040,120,812,000","794,886,000"
7793,"7,701,586,221,120,000","3,040,915,800,000","794,988,000"
7794,"7,704,627,136,920,000","3,041,710,890,000","795,090,000"
7795,"7,707,668,847,810,000","3,042,506,082,000","795,192,000"
7796,"7,710,711,353,892,000","3,043,301,376,000","795,294,000"
7797,"7,713,754,655,268,000","3,044,096,772,000","795,396,000"
7798,"7,716,798,752,040,000","3,044,892,270,000","795,498,000"
7799,"7,719,843,644,310,000","3,045,687,870,000","795,600,000"
7800,"7,722,889,332,180,000","3,046,483,572,000","795,702,000"
7801,"7,725,935,815,752,000","3,047,279,376,000","795,804,000"
7802,"7,728,983,095,128,000","3,048,075,282,000","795,906,000"
7803,"7,732,031,170,410,000","3,048,871,290,000","796,008,000"
7804,"7,735,080,041,700,000","3,049,667,400,000","796,110,000"
7805,"7,738,129,709,100,000","3,050,463,612,000","796,212,000"
7806,"7,741,180,172,712,000","3,051,259,926,000","796,314,000"
7807,"7,744,231,432,638,000","3,052,056,342,000","796,416,000"
7808,"7,747,283,488,980,000","3,052,852,860,000","796,518,000"
7809,"7,750,336,341,840,000","3,053,649,480,000","796,620,000"
7810,"7,753,389,991,320,000","3,054,446,202,000","796,722,000"
7811,"7,756,444,437,522,000","3,055,243,026,000","796,824,000"
7812,"7,759,499,680,548,000","3,056,039,952,000","796,926,000"
7813,"7,762,555,720,500,000","3,056,836,980,000","797,028,000"
7814,"7,765,612,557,480,000","3,057,634,110,000","797,130,000"
7815,"7,768,670,191,590,000","3,058,431,342,000","797,232,000"
7816,"7,771,728,622,932,000","3,059,228,676,000","797,334,000"
7817,"7,774,787,851,608,000","3,060,026,112,000","797,436,000"
7818,"7,777,847,877,720,000","3,060,823,650,000","797,538,000"
7819,"7,780,908,701,370,000","3,061,621,290,000","797,640,000"
7820,"7,783,970,322,660,000","3,062,419,032,000","797,742,000"
7821,"7,787,032,741,692,000","3,063,216,876,000","797,844,000"
7822,"7,790,095,958,568,000","3,064,014,822,000","797,946,000"
7823,"7,793,159,973,390,000","3,064,812,870,000","798,048,000"
7824,"7,796,224,786,260,000","3,065,611,020,000","798,150,000"
7825,"7,799,290,397,280,000","3,066,409,272,000","798,252,000"
7826,"7,802,356,806,552,000","3,067,207,626,000","798,354,000"
7827,"7,805,424,014,178,000","3,068,006,082,000","798,456,000"
7828,"7,808,492,020,260,000","3,068,804,640,000","798,558,000"
7829,"7,811,560,824,900,000","3,069,603,300,000","798,660,000"
7830,"7,814,630,428,200,000","3,070,402,062,000","798,762,000"
7831,"7,817,700,830,262,000","3,071,200,926,000","798,864,000"
7832,"7,820,772,031,188,000","3,071,999,892,000","798,966,000"
7833,"7,823,844,031,080,000","3,072,798,960,000","799,068,000"
